id,token,pos,class,meaning,idiomliteral
,month,NN,,,
,of,IN,,,
,Sundays,NNP,,,
,.,.,,,
89,in,IN,Metaphor,,
,injury,NN,,,
,time,NN,,,
,the,DT,,,
,referee,NN,,,
,guided,VBN,,,
,by,IN,,,
,the,DT,,,
,linesman,NN,,,
,blew,NN,,,
,for,IN,,,
,hand,NN,,,
,ball,NN,,,
,against,IN,,,
,Bodin,NNP,,,
,...,:,,,
,A,NNP,,,
,penalty,NN,,,
,...,:,,,
,never,RB,,,
,in,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,sundays,NNS,,,
90,ordered,VBN,Metaphor,,
,several,JJ,,,
,rounds,NNS,,,
,of,IN,,,
,cocktails,NNS,,,
,",",",",,,
,as,IN,,,
,if,IN,,,
,they,PRP,,,
,had,VBD,,,
,not,RB,,,
,had,VBN,,,
,a,DT,,,
,drink,NN,,,
,in,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNS,,,
91,I,PRP,Metaphor,,
,ai,VBP,,,
,n't,RB,,,
,seen,VBN,,,
,one,CD,,,
,of,IN,,,
,them,PRP,,,
,for,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNP,,,
,.,.,,,
92,I,PRP,Metaphor,,
,'ll,MD,,,
,get,VB,,,
,trolled,VBN,,,
,on,IN,,,
,Twitter,NN,,,
,by,IN,,,
,his,PRP$,,,
,legion,NN,,,
,of,IN,,,
,devoted,JJ,,,
,followers,NNS,,,
,for,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNS,,,
93,And,CC,Metaphor,,
,maybe,RB,,,
,you,PRP,,,
,could,MD,,,
,wipe,VB,,,
,off,RP,,,
,the,DT,,,
,mirror,NN,,,
,once,RB,,,
,in,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNS,,,
94,I,PRP,Metaphor,,
,shook,VBP,,,
,my,PRP$,,,
,head,NN,,,
,",",",",,,
,thinking,VBG,,,
,how,WRB,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNP,,,
,went,VBD,,,
,by,IN,,,
,while,IN,,,
,Wendell,NNP,,,
,held,VBD,,,
,that,IN,,,
,gun,NN,,,
,on,IN,,,
,me,PRP,,,
,.,.,,,
95,He,PRP,Metaphor,,
,reached,VBD,,,
,for,IN,,,
,his,PRP$,,,
,slouch,JJ,,,
,cap,NN,,,
,and,CC,,,
,plopped,VBD,,,
,it,PRP,,,
,haphazardly,RB,,,
,atop,VBD,,,
,stringy,JJ,,,
,brown,JJ,,,
,hair,NN,,,
,that,WDT,,,
,had,VBD,,,
,n't,RB,,,
,seen,VBN,,,
,a,DT,,,
,comb,NN,,,
,for,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNS,,,
96,They,PRP,Metaphor,,
,think,VBP,,,
,every,DT,,,
,southerner,NN,,,
,is,VBZ,,,
,brain,NN,,,
,damaged,NN,,,
,and,CC,,,
,has,VBZ,,,
,n't,RB,,,
,bathed,VBN,,,
,in,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNP,,,
,.,.,,,
97,I,PRP,Metaphor,,
,declare,VBP,,,
,",",",",,,
,it,PRP,,,
,'s,VBZ,,,
,been,VBN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNP,,,
,since,IN,,,
,I,PRP,,,
,'ve,VBP,,,
,seen,VBN,,,
,you,PRP,,,
,!,.,,,
98,Oh,UH,Metaphor,,
,I,PRP,,,
,promised,VBD,,,
,to,TO,,,
,go,VB,,,
,to,TO,,,
,church,NN,,,
,with,IN,,,
,her,PRP$,,,
,','',,,
,Bout,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNP,,,
,ago,IN,,,
99,yields,NNS,Metaphor,,
,actually,RB,,,
,fell,VBD,,,
,for,IN,,,
,the,DT,,,
,first,JJ,,,
,time,NN,,,
,in,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNS,,,
100,I,PRP,Metaphor,,
,had,VBD,,,
,done,VBN,,,
,something,NN,,,
,wrong,JJ,,,
,and,CC,,,
,sometimes,VBZ,,,
,it,PRP,,,
,would,MD,,,
,take,VB,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNP,,,
,to,TO,,,
,find,VB,,,
,me,PRP,,,
101,a,DT,Metaphor,,
,thing,NN,,,
,Leyla,NNP,,,
,would,MD,,,
,never,RB,,,
,in,IN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNS,,,
,have,VBP,,,
,allowed,VBN,,,
,her,PRP$,,,
,own,JJ,,,
,son,NN,,,
,or,CC,,,
,husband,NN,,,
,to,TO,,,
,do,VB,,,
102,She,PRP,Metaphor,,
,would,MD,,,
,have,VB,,,
,given,VBN,,,
,a,DT,,,
,month,NN,,,
,of,IN,,,
,Sundays,NNP,,,
,to,TO,,,
,have,VB,,,
,been,VBN,,,
,wearing,VBG,,,
,her,PRP$,,,
,best,JJS,,,
,dress,NN,,,
,",",",",,,
,or,CC,,,
,any,DT,,,
,dress,NN,,,
,for,IN,,,
,that,DT,,,
,matter,NN,,,
103,against,IN,Metaphor,rush in order to finish on time,Yes
,the,DT,,,
,clock,NN,,,
104,cyclists,NNS,Metaphor,,
,cycling,VBG,,,
,harder,NN,,,
,and,CC,,,
,faster,NN,,,
,when,WRB,,,
,they,PRP,,,
,'ve,VBP,,,
,got,VBN,,,
,they,PRP,,,
,'re,VBP,,,
,training,VBG,,,
,with,IN,,,
,other,JJ,,,
,cyclists,NNS,,,
,or,CC,,,
,erm,NNS,,,
,when,WRB,,,
,they,PRP,,,
,'re,VBP,,,
,training,VBG,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
105,a,DT,Metaphor,,
,constant,JJ,,,
,frantic,JJ,,,
,rush,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,",",",",,,
,to,TO,,,
,have,VB,,,
,collections,NNS,,,
,ready,VB,,,
,on,IN,,,
,time,NN,,,
,or,CC,,,
,to,TO,,,
,complete,VB,,,
,individual,JJ,,,
,couture,NN,,,
,garments,NNS,,,
106,He,PRP,Metaphor,,
,walked,VBD,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
107,For,IN,Metaphor,,
,a,DT,,,
,start,NN,,,
,they,PRP,,,
,are,VBP,,,
,in,IN,,,
,a,DT,,,
,race,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
108,The,DT,Metaphor,,
,ironing,NN,,,
,",",",",,,
,altering,VBG,,,
,",",",",,,
,re-tailoring,NN,,,
,had,VBD,,,
,all,DT,,,
,been,VBN,,,
,done,VBN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,and,CC,,,
,pushed,VBD,,,
,through,IN,,,
,only,RB,,,
,because,IN,,,
,of,IN,,,
,the,DT,,,
,tyranny,NN,,,
,of,IN,,,
,Miss,NNP,,,
,D'Arcy,NNP,,,
109,but,CC,Metaphor,,
,this,DT,,,
,time,NN,,,
,it,PRP,,,
,'s,VBZ,,,
,been,VBN,,,
,simulated,VBN,,,
,as,IN,,,
,part,NN,,,
,of,IN,,,
,a,DT,,,
,competition,NN,,,
,",",",",,,
,where,WRB,,,
,crews,NNS,,,
,from,IN,,,
,all,DT,,,
,over,IN,,,
,the,DT,,,
,world,NN,,,
,to,TO,,,
,compete,VB,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,and,CC,,,
,each,DT,,,
,other,JJ,,,
110,Teams,NNS,Metaphor,,
,from,IN,,,
,all,DT,,,
,over,IN,,,
,the,DT,,,
,country,NN,,,
,battled,VBD,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,to,TO,,,
,change,VB,,,
,tyres,NNS,,,
,at,IN,,,
,Silverstone,NNP,,,
,race,NN,,,
,circuit,NN,,,
,.,.,,,
111,The,DT,Metaphor,,
,carriage,NN,,,
,driving,VBG,,,
,championships,NNS,,,
,are,VBP,,,
,a,DT,,,
,race,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,",",",",,,
,so,IN,,,
,it,PRP,,,
,'s,VBZ,,,
,vital,JJ,,,
,to,TO,,,
,follow,VB,,,
,the,DT,,,
,correct,NN,,,
,route,NN,,,
112,Only,RB,Metaphor,,
,one,CD,,,
,of,IN,,,
,the,DT,,,
,three,CD,,,
,warm-up,JJ,,,
,competitions,NNS,,,
,was,VBD,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
113,Not,RB,Metaphor,,
,since,IN,,,
,1985,CD,,,
,",",",",,,
,when,WRB,,,
,he,PRP,,,
,won,VBD,,,
,a,DT,,,
,Tour,NNP,,,
,de,FW,,,
,France,NNP,,,
,time,NN,,,
,trial,NN,,,
,",",",",,,
,had,VBD,,,
,Vanderaerden,NNP,,,
,shown,VBN,,,
,such,JJ,,,
,form,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
114,DUNGANNON,NNP,Metaphor,,
,is,VBZ,,,
,racing,VBG,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,to,TO,,,
,have,VB,,,
,its,PRP$,,,
,new,JJ,,,
,leisure,NN,,,
,centre,VBP,,,
,ready,JJ,,,
,in,IN,,,
,time,NN,,,
,for,IN,,,
,the,DT,,,
,town,NN,,,
,'s,POS,,,
,biggest,JJS,,,
,coup,NN,,,
115,New,NNP,Metaphor,,
,level,VBD,,,
,the,DT,,,
,North-East,NNP,,,
,'s,POS,,,
,main,JJ,,,
,hope,NN,,,
,in,IN,,,
,the,DT,,,
,"40,000",CD,,,
,Daily,NNP,,,
,Mirror/Sporting,NNP,,,
,Life,NNP,,,
,Greyhound,NNP,,,
,Derby,NNP,,,
,",",",",,,
,faces,VBZ,,,
,a,DT,,,
,race,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,to,TO,,,
,make,VB,,,
,Saturday,NNP,,,
,'s,POS,,,
,second,JJ,,,
,round,NN,,,
,at,IN,,,
,Wimbledon,NNP,,,
116,The,DT,Metaphor,,
,"3,000",CD,,,
,shop,NN,,,
,floor,NN,,,
,staff,NN,,,
,are,VBP,,,
,working,VBG,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,to,TO,,,
,ensure,VB,,,
,the,DT,,,
,cars,NNS,,,
,join,VB,,,
,its,PRP$,,,
,fleet,NN,,,
,in,IN,,,
,10,CD,,,
,US,NNP,,,
,key,JJ,,,
,cities,NNS,,,
,in,IN,,,
,early,JJ,,,
,November,NNP,,,
117,For,IN,Metaphor,,
,a,DT,,,
,normally,RB,,,
,aspirated,JJ,,,
,2.5,CD,,,
,",",",",,,
,the,DT,,,
,325i,CD,,,
,'s,POS,,,
,showing,VBG,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,is,VBZ,,,
,complete,JJ,,,
,and,CC,,,
,impressive,JJ,,,
118,Things,NNS,Metaphor,,
,get,VBP,,,
,harder,VB,,,
,the,DT,,,
,further,JJR,,,
,you,PRP,,,
,reach,VBP,,,
,",",",",,,
,and,CC,,,
,as,IN,,,
,you,PRP,,,
,'re,VBP,,,
,working,VBG,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,there,EX,,,
,'s,VBZ,,,
,no,DT,,,
,sitting,NN,,,
,and,CC,,,
,thinking,NN,,,
,for,IN,,,
,too,RB,,,
,long,JJ,,,
119,Plummer,NN,Literal,,
,looked,VBD,,,
,at,IN,,,
,his,PRP$,,,
,watch,NN,,,
,",",",",,,
,checking,VBG,,,
,the,DT,,,
,time,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,on,IN,,,
,the,DT,,,
,marble,JJ,,,
,mantelpiece,NN,,,
,.,.,,,
120,He,PRP,Literal,,
,checked,VBD,,,
,his,PRP$,,,
,watch,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
121,Meanwhile,RB,Literal,,
,",",",",,,
,RISC,NNP,,,
,Management,NNP,,,
,newsletter,NN,,,
,has,VBZ,,,
,produced,VBN,,,
,a,DT,,,
,table,NN,,,
,which,WDT,,,
,compares,VBZ,,,
,the,DT,,,
,integer,JJ,,,
,performance,NN,,,
,of,IN,,,
,various,JJ,,,
,CPUs,NNP,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,speed,NN,,,
,at,IN,,,
,which,WDT,,,
,they,PRP,,,
,are,VBP,,,
,driven,VBN,,,
122,ISC,NNP,Literal,,
,Management,NNP,,,
,newsletter,NN,,,
,has,VBZ,,,
,produced,VBN,,,
,a,DT,,,
,table,NN,,,
,that,WDT,,,
,compares,VBZ,,,
,the,DT,,,
,integer,JJ,,,
,performance,NN,,,
,of,IN,,,
,various,JJ,,,
,processors,NNS,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
,speed,NN,,,
,at,IN,,,
,which,WDT,,,
,they,PRP,,,
,are,VBP,,,
,driven,VBN,,,
123,Susan,NNP,Literal,,
,checked,VBD,,,
,her,PRP$,,,
,watch,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
124,Wale,NNP,Literal,,
,checked,VBD,,,
,his,PRP$,,,
,watch,NN,,,
,against,IN,,,
,the,DT,,,
,clock,NN,,,
125,call,NN,Metaphor,end,
,time,NN,,,
,on,IN,,,
126,while,IN,Metaphor,,
,the,DT,,,
,feud,NN,,,
,hots,VBZ,,,
,up,RP,,,
,",",",",,,
,so,RB,,,
,does,VBZ,,,
,the,DT,,,
,trade,NN,,,
,",",",",,,
,so,IN,,,
,it,PRP,,,
,'s,VBZ,,,
,unlikely,JJ,,,
,either,CC,,,
,landlord,NN,,,
,will,MD,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,this,DT,,,
,bitter,JJ,,,
,battle,NN,,,
,.,.,,,
127,Britain,NNP,Metaphor,,
,'s,POS,,,
,most,RBS,,,
,exclusive,JJ,,,
,clockmaker,NN,,,
,is,VBZ,,,
,about,IN,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,his,PRP$,,,
,business,NN,,,
,--,:,,,
,because,IN,,,
,of,IN,,,
,the,DT,,,
,recession,NN,,,
128,FURIOUS,NNP,Metaphor,,
,Murrayfield,NNP,,,
,Racers,NNP,,,
,boss,IN,,,
,Robert,NNP,,,
,Adams,NNP,,,
,is,VBZ,,,
,set,VBN,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,top,JJ,,,
,referee,NN,,,
,George,NNP,,,
,Nicolson,NNP,,,
129,No,DT,Metaphor,,
,need,NN,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,country,NN,,,
,pubs,NNS,,,
,.,.,,,
,COUNTRY,NNP,,,
,pubs,NNS,,,
,are,VBP,,,
,thriving,VBG,,,
,in,IN,,,
,East,NNP,,,
,Anglia,NNP,,,
130,It,PRP,Metaphor,,
,would,MD,,,
,be,VB,,,
,the,DT,,,
,worst,JJS,,,
,possible,JJ,,,
,way,NN,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,his,PRP$,,,
,three-year,JJ,,,
,spell,NN,,,
,in,IN,,,
,charge,NN,,,
131,the,DT,Metaphor,,
,revised,JJ,,,
,Code,NNP,,,
,provides,VBZ,,,
,us,PRP,,,
,with,IN,,,
,a,DT,,,
,useful,JJ,,,
,set,NN,,,
,of,IN,,,
,guidelines,NNS,,,
,which,WDT,,,
,facilitate,VBP,,,
,best,RBS,,,
,practice,NN,,,
,and,CC,,,
,allow,VB,,,
,us,PRP,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,poor,JJ,,,
,standards,NNS,,,
,of,IN,,,
,care,NN,,,
132,I,PRP,Metaphor,,
,am,VBP,,,
,a,DT,,,
,British,JJ,,,
,speaker,NN,,,
,and,CC,,,
,I,PRP,,,
,feel,VBP,,,
,some,DT,,,
,similarity,NN,,,
,with,IN,,,
,the,DT,,,
,expression,NN,,,
,``,``,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,``,``,,,
,something,NN,,,
133,i,NNS,Metaphor,,
,do,VBP,,,
,n't,RB,,,
,think,VB,,,
,anyone,NN,,,
,would,MD,,,
,blame,VB,,,
,him,PRP,,,
,if,IN,,,
,he,PRP,,,
,decided,VBD,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,his,PRP$,,,
,career,NN,,,
134,i,NNS,Metaphor,,
,do,VBP,,,
,n't,RB,,,
,think,VB,,,
,anyone,NN,,,
,would,MD,,,
,blame,VB,,,
,James,NNP,,,
,if,IN,,,
,he,PRP,,,
,decided,VBD,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,his,PRP$,,,
,career,NN,,,
135,i,NNS,Metaphor,,
,do,VBP,,,
,n't,RB,,,
,think,VB,,,
,anyone,NN,,,
,would,MD,,,
,blame,VB,,,
,Segun,NNP,,,
,if,IN,,,
,he,PRP,,,
,decided,VBD,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,his,PRP$,,,
,career,NN,,,
136,i,NNS,Metaphor,,
,do,VBP,,,
,n't,RB,,,
,think,VB,,,
,anyone,NN,,,
,would,MD,,,
,blame,VB,,,
,Jane,NNP,,,
,if,IN,,,
,she,PRP,,,
,decided,VBD,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,her,PRP$,,,
,career,NN,,,
137,i,NNS,Metaphor,,
,do,VBP,,,
,n't,RB,,,
,think,VB,,,
,anyone,NN,,,
,would,MD,,,
,blame,VB,,,
,Mary,NNP,,,
,if,IN,,,
,she,PRP,,,
,decided,VBD,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,her,PRP$,,,
,career,NN,,,
138,It,PRP,Metaphor,,
,would,MD,,,
,be,VB,,,
,the,DT,,,
,worst,JJS,,,
,possible,JJ,,,
,way,NN,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,her,PRP$,,,
,three-year,JJ,,,
,spell,NN,,,
,in,IN,,,
,charge,NN,,,
139,It,PRP,Metaphor,,
,would,MD,,,
,be,VB,,,
,the,DT,,,
,worst,JJS,,,
,possible,JJ,,,
,way,NN,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,James,NNP,,,
,',POS,,,
,three-year,JJ,,,
,spell,NN,,,
,in,IN,,,
,charge,NN,,,
140,It,PRP,Metaphor,,
,would,MD,,,
,be,VB,,,
,the,DT,,,
,worst,JJS,,,
,possible,JJ,,,
,way,NN,,,
,to,TO,,,
,call,VB,,,
,time,NN,,,
,on,IN,,,
,Mary,NNP,,,
,'s,POS,,,
,three-year,JJ,,,
,spell,NN,,,
,in,IN,,,
,charge,NN,,,
141,days,NNS,Euphemism,expecting bad change of fortune,Yes
,are,VBP,,,
,numbered,JJ,,,
142,Edwards,NNS,Euphemism,,
,revealed,VBD,,,
,he,PRP,,,
,knew,VBD,,,
,his,PRP$,,,
,days,NNS,,,
,at,IN,,,
,Spurs,NNP,,,
,were,VBD,,,
,numbered,VBN,,,
,when,WRB,,,
,then-manager,JJ,,,
,Peter,NNP,,,
,Shreeves,NNP,,,
,forgot,VBD,,,
,his,PRP$,,,
,name,NN,,,
,!,.,,,
143,the,DT,Euphemism,,
,days,NNS,,,
,of,IN,,,
,the,DT,,,
,wooden,JJ,,,
,walls,NNS,,,
,of,IN,,,
,England,NNP,,,
,",",",",,,
,and,CC,,,
,Scotland,NNP,,,
,",",",",,,
,were,VBD,,,
,numbered,VBN,,,
144,Still,RB,Euphemism,,
,",",",",,,
,I,PRP,,,
,feel,VBP,,,
,certain,JJ,,,
,our,PRP$,,,
,days,NNS,,,
,at,IN,,,
,the,DT,,,
,burial,JJ,,,
,site,NN,,,
,are,VBP,,,
,numbered,VBN,,,
,.,.,,,
145,Hughie,NNP,Euphemism,,
,once,RB,,,
,said,VBD,,,
,",",",",,,
,','',,,
,I,PRP,,,
,knew,VBD,,,
,my,PRP$,,,
,days,NNS,,,
,were,VBD,,,
,numbered,VBN,,,
,.,.,,,
146,In,IN,Euphemism,,
,October,NNP,,,
,1987,CD,,,
,",",",",,,
,when,WRB,,,
,his,PRP$,,,
,days,NNS,,,
,at,IN,,,
,Arsenal,NNP,,,
,were,VBD,,,
,well,RB,,,
,and,CC,,,
,truly,RB,,,
,numbered,JJ,,,
147,when,WRB,Euphemism,,
,Duke,NNP,,,
,Philip,NNP,,,
,of,IN,,,
,Burgundy,NNP,,,
,broke,VBD,,,
,from,IN,,,
,his,PRP$,,,
,alliance,NN,,,
,with,IN,,,
,the,DT,,,
,English,NNP,,,
,to,TO,,,
,pledge,VB,,,
,support,NN,,,
,for,IN,,,
,Charles,NNP,,,
,VII,NNP,,,
,at,IN,,,
,Arras,NNP,,,
,in,IN,,,
,1435,CD,,,
,",",",",,,
,the,DT,,,
,days,NNS,,,
,of,IN,,,
,English,JJ,,,
,rule,NN,,,
,in,IN,,,
,France,NNP,,,
,were,VBD,,,
,numbered,VBN,,,
,.,.,,,
148,Over,IN,Euphemism,,
,and,CC,,,
,over,IN,,,
,",",",",,,
,it,PRP,,,
,'s,VBZ,,,
,party,NN,,,
,of,IN,,,
,principle,NN,,,
,and,CC,,,
,those,DT,,,
,days,NNS,,,
,are,VBP,,,
,numbered,JJ,,,
149,If,IN,Euphemism,,
,you,PRP,,,
,go,VBP,,,
,to,TO,,,
,work,VB,,,
,in,IN,,,
,a,DT,,,
,building,NN,,,
,that,WDT,,,
,has,VBZ,,,
,a,DT,,,
,boiler,NN,,,
,in,IN,,,
,the,DT,,,
,basement,NN,,,
,and,CC,,,
,slate,NN,,,
,tiles,NNS,,,
,on,IN,,,
,the,DT,,,
,roof,NN,,,
,",",",",,,
,your,PRP$,,,
,days,NNS,,,
,are,VBP,,,
,numbered,JJ,,,
150,In,IN,Euphemism,,
,any,DT,,,
,case,NN,,,
,",",",",,,
,the,DT,,,
,days,NNS,,,
,of,IN,,,
,the,DT,,,
,traditional,JJ,,,
,",",",",,,
,passive,JJ,,,
,textbook,NN,,,
,are,VBP,,,
,numbered,VBN,,,
151,Unfortunately,RB,Euphemism,,
,",",",",,,
,Avon,NNP,,,
,Cider,NNP,,,
,Mill,NNP,,,
,'s,POS,,,
,days,NNS,,,
,are,VBP,,,
,numbered,VBN,,,
,.,.,,,
,In,IN,,,
,the,DT,,,
,name,NN,,,
,of,IN,,,
,progress,NN,,,
,",",",",,,
,the,DT,,,
,mill,NN,,,
,will,MD,,,
,be,VB,,,
,closing,VBG,,,
,at,IN,,,
,the,DT,,,
,end,NN,,,
152,After,IN,Euphemism,,
,that,DT,,,
,calamitous,JJ,,,
,event,NN,,,
,",",",",,,
,the,DT,,,
,Gas,NNP,,,
,Station,NNP,,,
,'s,POS,,,
,days,NNS,,,
,were,VBD,,,
,pointedly,RB,,,
,numbered,JJ,,,
153,Barry,NNP,Euphemism,,
,and,CC,,,
,the,DT,,,
,communist,NN,,,
,Progressive,NNP,,,
,Democratic,JJ,,,
,Caucuases,NNP,,,
,days,NNS,,,
,are,VBP,,,
,numbered,JJ,,,
154,Also,RB,Euphemism,,
,got,VBD,,,
,me,PRP,,,
,thinking,VBG,,,
,about,IN,,,
,how,WRB,,,
,conventional,JJ,,,
,wisdom,NN,,,
,says,VBZ,,,
,the,DT,,,
,U.S.P.S,NNP,,,
,.,.,,,
,days,NNS,,,
,are,VBP,,,
,numbered,JJ,,,
155,The,DT,Euphemism,,
,truth,NN,,,
,is,VBZ,,,
,",",",",,,
,time,NN,,,
,is,VBZ,,,
,tickin,JJ,,,
,','',,,
,.,.,,,
,Our,PRP$,,,
,days,NNS,,,
,are,VBP,,,
,numbered,VBN,,,
,.,.,,,
156,However,RB,Euphemism,,
,",",",",,,
,the,DT,,,
,same,JJ,,,
,ca,MD,,,
,n't,RB,,,
,be,VB,,,
,said,VBD,,,
,for,IN,,,
,Rachendra,NNP,,,
,Pachauri,NNP,,,
,",",",",,,
,whose,WP$,,,
,days,NNS,,,
,are,VBP,,,
,numbered,VBN,,,
,over,IN,,,
,this,DT,,,
,glacier,NN,,,
,scandal,NN,,,
,and,CC,,,
,his,PRP$,,,
,ties,NNS,,,
,major,JJ,,,
,investment,NN,,,
,groups,NNS,,,
157,days,NNS,Literal,,
,are,VBP,,,
,numbered,VBN,,,
,from,IN,,,
,start,NN,,,
,to,TO,,,
,finish,VB,,,
158,days,NNS,Literal,,
,are,VBP,,,
,numbered,VBN,,,
,from,IN,,,
,the,DT,,,
,beginning,NN,,,
,of,IN,,,
,the,DT,,,
,month,NN,,,
,to,TO,,,
,the,DT,,,
,end,NN,,,
159,days,NNS,Literal,,
,are,VBP,,,
,numbered,VBN,,,
,in,IN,,,
,ascending,VBG,,,
,order,NN,,,
160,The,DT,Literal,,
,beginning,NN,,,
,of,IN,,,
,the,DT,,,
,month,NN,,,
,marks,VBZ,,,
,the,DT,,,
,order,NN,,,
,in,IN,,,
,which,WDT,,,
,days,NNS,,,
,are,VBP,,,
,numbered,JJ,,,
161,days,NNS,Literal,,
,were,VBD,,,
,numbered,VBN,,,
,from,IN,,,
,start,NN,,,
,to,TO,,,
,finish,VB,,,
162,days,NNS,Literal,,
,were,VBD,,,
,numbered,VBN,,,
,in,IN,,,
,ascending,VBG,,,
,order,NN,,,
163,do,VB,Euphemism,go to jail,Yes
,time,NN,,,
164,no,DT,Euphemism,,
,one,NN,,,
,is,VBZ,,,
,going,VBG,,,
,to,TO,,,
,be,VB,,,
,willing,JJ,,,
,to,TO,,,
,do,VB,,,
,time,NN,,,
,in,IN,,,
,federal,JJ,,,
,prison,NN,,,
,for,IN,,,
,one,CD,,,
,person,NN,,,
,to,TO,,,
,be,VB,,,
,exonerated,VBN,,,
165,Steal,VB,Euphemism,,
,the,DT,,,
,records,NNS,,,
,and,CC,,,
,you,PRP,,,
,can,MD,,,
,make,VB,,,
,some,DT,,,
,quick,JJ,,,
,cash,NN,,,
,?,.,,,
,-,:,,,
,He,PRP,,,
,could,MD,,,
,do,VB,,,
,time,NN,,,
,for,IN,,,
,that,DT,,,
166,because,IN,Euphemism,,
,it,PRP,,,
,is,VBZ,,,
,n't,RB,,,
,illegal,JJ,,,
,",",",",,,
,you,PRP,,,
,are,VBP,,,
,unlikely,JJ,,,
,to,TO,,,
,do,VB,,,
,time,NN,,,
,if,IN,,,
,you,PRP,,,
,get,VBP,,,
,caught,VBN,,,
167,I,PRP,Euphemism,,
,do,VBP,,,
,expect,VB,,,
,them,PRP,,,
,to,TO,,,
,both,DT,,,
,do,JJ,,,
,time,NN,,,
,in,IN,,,
,prison,NN,,,
,",",",",,,
,but,CC,,,
,I,PRP,,,
,'m,VBP,,,
,betting,VBG,,,
,it,PRP,,,
,will,MD,,,
,be,VB,,,
,something,NN,,,
,close,JJ,,,
,to,TO,,,
,15,CD,,,
,years,NNS,,,
168,Please,NNP,Euphemism,,
,do,VBP,,,
,n't,RB,,,
,make,VB,,,
,him,PRP,,,
,do,VB,,,
,time,NN,,,
,for,IN,,,
,my,PRP$,,,
,crime,NN,,,
169,because,RB,Euphemism,,
,at,IN,,,
,this,DT,,,
,point,NN,,,
,",",",",,,
,the,DT,,,
,only,JJ,,,
,murder,NN,,,
,that,IN,,,
,I,PRP,,,
,would,MD,,,
,willingly,RB,,,
,do,VB,,,
,time,NN,,,
,for,IN,,,
,is,VBZ,,,
,hers,NNS,,,
170,You,PRP,Euphemism,,
,'ll,MD,,,
,do,VB,,,
,time,NN,,,
,for,IN,,,
,illegal,JJ,,,
,discharge,NN,,,
,of,IN,,,
,a,DT,,,
,weapon,NN,,,
